ObjectNo,StepSequenceNo,SequenceNo,Datetime,LAACA_AR034,LAACA_AR035,LAACA_AR036,LAACA_AR037,LAACA_AR038,LAACA_AR039,LAACA_AR040,LAACA_AR041,LAACA_AR042,LAACA_AR043,LAACA_AR044,LAACA_AR045,LAACA_AR013,LAACA_AR046,LAACA_AR047,LAACA_AR048,LAACA_AR014,LAACA_AR015,LAACA_AR016,LAACA_AR017,LAACA_AR018,LAACA_AR019,LAACA_AR020,LAACA_AR021,LAACA_AR022,LAACA_AR023,LAACA_AR024,LAACA_AR025,LAACA_AR026,LAACA_AR027,LAACA_AR028,LAACA_AR029,LAACA_AR030,LAACA_AR031,LAACA_AR032,LAACA_AR033,LAACA_AR049,LAACA_AR050,LAACA_AR051,LAACA_AR052,LAACA_AR053,LAACA_AR054,LAACA_AR055,LAACA_AR056,LAACA_AR057,LAACA_AR058,LAACA_AR059,LAACA_AR060,LAACA_AR061,LAACA_AR062,LAACA_AR063,LAACA_AR064,LAACA_AR065,LAACA_AR066,LAACA_AR067,LAACA_AR068,LAACA_AR069,LAACA_AR070,LAACA_AR071,LAACA_AR072,LAACA_AR073,LAACA_AR074,LAACA_AR075,LAACA_AR076,LAACA_AR077,LAACA_AR078,LAACA_AR079,LAACA_AR080,LAACA_AR081,LAACA_AR082,LAACA_AR083,LAACA_AR084,LAACA_AR085,LAACA_AR086,LAACA_AR087,LAACA_AR088,LAACA_AR089,LAACA_AR090,LAACA_AR091,LAACA_AR092,LAACA_AR093,LAACA_AR094,LAACA_AR095,LAACA_AR096,LAACA_AR097,LAACA_AR098,LAACA_AR099,LAACA_AR100,LAACA_AR101,LAACA_AR102,LAACA_AR103,LAACA_AR104,LAACA_AR105,LAACA_AR106,LAACA_AR107,LAACA_AR108,LAACA_AR109,LAACA_AR110,LAACA_AR111,LAACA_AR112,LAACA_AR113,LAACA_AR114
E3J2BC1221,,109,负极,正向,137,140,143,50.000,2#,2024-03-18 15:19:54,-87.540,499.885,1,1.5,140.200,10,140.018,140.375,140.430,140.140,139.960,139.780,139.780,140.010,140.750,140.570,140.550,139.990,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,110,负极,反向,137,140,143,50.000,2#,2024-03-18 15:19:59,-87.540,499.885,1,1.5,140.080,10,139.900,140.253,140.290,140.000,139.870,139.780,139.560,139.890,140.650,140.380,140.460,139.880,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,111,负极,正向,137,140,143,50.000,2#,2024-03-18 15:20:04,-87.540,499.885,1,1.5,140.200,10,139.983,140.414,140.390,139.980,140.030,139.820,139.700,140.070,140.720,140.570,140.700,140.010,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,112,负极,反向,137,140,143,50.000,2#,2024-03-18 15:20:09,-87.540,499.885,1,1.5,140.080,10,139.883,140.283,140.310,140.010,139.810,139.720,139.560,139.950,140.580,140.510,140.600,139.770,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,113,负极,正向,137,140,143,50.000,2#,2024-03-18 15:20:23,-87.511,499.885,1,1.5,140.230,10,139.986,140.469,140.480,140.050,139.920,139.720,139.760,140.140,140.730,140.640,140.740,140.100,6818.081,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,114,负极,反向,137,140,143,50.000,2#,2024-03-18 15:20:37,-87.511,499.885,1,1.5,139.940,10,139.770,140.112,140.180,139.870,139.650,139.660,139.490,139.710,140.440,140.360,140.300,139.760,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,115,负极,正向,137,140,143,50.000,2#,2024-03-18 15:20:42,-87.511,499.885,1,1.5,140.190,10,139.989,140.394,140.450,140.030,139.970,139.740,139.760,140.080,140.770,140.600,140.530,139.990,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.12,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,116,负极,反向,137,140,143,50.000,2#,2024-03-18 15:20:47,-87.511,499.885,1,1.5,140.060,10,139.834,140.293,140.140,139.970,139.790,139.620,139.650,139.910,140.730,140.440,140.470,139.910,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,117,负极,正向,137,140,143,50.000,2#,2024-03-18 15:20:52,-87.511,499.885,1,1.5,140.170,10,139.957,140.375,140.360,140.060,139.880,139.780,139.710,140.000,140.740,140.540,140.580,140.010,6818.12,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,118,负极,反向,137,140,143,50.000,2#,2024-03-18 15:20:57,-87.511,499.885,1,1.5,140.110,10,139.926,140.286,140.400,139.890,139.710,139.790,139.850,139.980,140.610,140.450,140.590,139.800,6818.081,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.12,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,119,负极,正向,137,140,143,50.000,2#,2024-03-18 15:21:02,-87.511,499.885,1,1.5,140.210,10,139.989,140.424,140.430,140.120,139.870,139.730,139.800,140.050,140.800,140.530,140.640,140.090,6818.081,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,120,负极,反向,137,140,143,50.000,2#,2024-03-18 15:21:07,-87.511,499.885,1,1.5,139.990,10,139.836,140.150,140.190,139.840,139.760,139.760,139.630,139.880,140.240,140.390,140.370,139.880,6818.081,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.12,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,121,负极,正向,137,140,143,50.000,2#,2024-03-18 15:21:12,-87.511,499.885,1,1.5,140.230,10,139.991,140.466,140.410,140.040,139.980,139.760,139.760,140.050,140.720,140.680,140.660,140.220,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.12,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,122,负极,反向,137,140,143,50.000,2#,2024-03-18 15:21:17,-87.511,499.885,1,1.5,140.140,10,139.988,140.301,140.530,139.980,139.870,139.820,139.740,139.780,140.660,140.520,140.610,139.930,6818.12,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,123,负极,正向,137,140,143,50.000,2#,2024-03-18 15:21:22,-87.511,499.885,1,1.5,140.220,10,140.030,140.417,140.530,140.060,140.020,139.790,139.740,140.160,140.750,140.510,140.600,140.060,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.12,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,124,负极,反向,137,140,143,50.000,2#,2024-03-18 15:21:26,-87.511,499.885,1,1.5,140.120,10,139.975,140.272,140.480,140.120,139.880,139.710,139.700,139.950,140.600,140.410,140.520,139.880,6818.12,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,125,负极,正向,137,140,143,50.000,2#,2024-03-18 15:21:31,-87.511,499.885,1,1.5,140.250,10,140.049,140.446,140.510,140.170,139.940,139.790,139.840,140.150,140.720,140.670,140.610,140.080,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.12,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,126,负极,反向,137,140,143,50.000,2#,2024-03-18 15:21:36,-87.511,499.885,1,1.5,140.150,10,139.944,140.360,140.440,140.140,139.860,139.660,139.620,139.950,140.730,140.480,140.710,139.930,6818.12,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,127,负极,正向,137,140,143,50.000,2#,2024-03-18 15:21:41,-87.511,499.885,1,1.5,140.230,10,140.018,140.453,140.350,140.110,140.020,139.750,139.850,140.180,140.750,140.590,140.650,140.080,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,128,负极,反向,137,140,143,50.000,2#,2024-03-18 15:21:46,-87.511,499.885,1,1.5,140.160,10,140.015,140.305,140.540,139.960,139.880,139.830,139.850,139.970,140.720,140.480,140.460,139.890,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,129,负极,正向,137,140,143,50.000,2#,2024-03-18 15:22:01,-87.505,499.885,1,1.5,140.290,10,140.061,140.523,140.490,140.270,139.880,139.830,139.830,140.130,140.840,140.710,140.760,140.180,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.081,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,130,负极,反向,137,140,143,50.000,2#,2024-03-18 15:22:15,-87.505,499.863,1,1.5,140.090,10,139.892,140.285,140.320,139.940,139.800,139.780,139.620,139.900,140.540,140.410,140.580,139.990,6818.081,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6818.12,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,131,负极,正向,137,140,143,50.000,2#,2024-03-18 15:22:19,-87.505,499.863,1,1.5,140.240,10,140.030,140.448,140.470,140.060,139.930,139.790,139.900,140.140,140.710,140.560,140.630,140.210,6818.12,0,0,0,0,0,0,0,0,0,0,6818.081,6818.081,6818.12,6818.08,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,132,负极,反向,137,140,143,50.000,2#,2024-03-18 15:22:25,-87.505,499.863,1,1.5,140.180,10,139.971,140.381,140.280,139.950,139.890,139.960,139.780,140.070,140.710,140.580,140.620,139.920,6818.12,0,0,0,0,0,0,0,0,0,0,6818.12,6818.12,6818.081,6888.73,0.00,5.79,490.29,493.14,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,133,负极,正向,137,140,143,50.000,2#,2024-03-18 15:22:29,-87.505,499.863,1,1.5,140.520,10,140.450,140.582,140.790,140.500,140.370,140.340,140.260,140.360,140.950,140.560,140.730,140.310,7009.364,0,0,0,0,0,0,0,0,0,0,7068.741,7068.741,7138.405,7288.73,5.00,6.17,488.99,492.78,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,134,负极,反向,137,140,143,50.000,2#,2024-03-18 15:22:34,-87.505,499.863,1,1.5,139.830,10,139.790,139.874,140.410,140.040,139.500,139.440,139.550,139.760,140.160,139.930,139.860,139.660,7506.718,0,0,0,0,0,0,0,0,0,0,7444.279,7444.279,7395.584,7691.36,4.99,6.52,488.99,492.78,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,135,负极,正向,137,140,143,50.000,2#,2024-03-18 15:22:39,-87.505,499.863,1,1.5,142.200,10,142.175,142.227,142.700,142.210,142.040,142.030,141.900,141.800,142.400,142.360,142.490,142.080,7776.659,0,0,0,0,0,0,0,0,0,0,7771.829,7771.829,7771.593,7771.59,0.00,6.75,488.11,492.54,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,136,负极,反向,137,140,143,50.000,2#,2024-03-18 15:22:44,-87.505,499.863,1,1.5,142.470,10,142.499,142.442,143.170,142.410,142.190,142.530,142.200,142.310,142.870,142.780,142.440,141.810,7895.922,0,0,0,0,0,0,0,0,0,0,7816.518,7816.518,7771.672,8082.30,4.99,6.99,486.41,492.07,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,137,负极,正向,137,140,143,50.000,2#,2024-03-18 15:22:49,-87.505,499.863,1,1.5,141.970,10,141.352,142.593,141.400,141.260,141.080,141.400,141.620,141.770,142.680,142.870,142.990,142.650,8196.415,0,0,0,0,0,0,0,0,0,0,8281.12,8281.12,8483.086,9318.47,24.44,7.65,486.41,492.07,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,138,负极,反向,137,140,143,50.000,2#,2024-03-18 15:22:54,-87.505,499.863,1,1.5,141.600,10,141.101,142.103,140.660,141.050,141.290,141.010,141.500,141.820,142.460,142.230,142.310,141.690,10680.67,0,0,0,0,0,0,0,0,0,0,10351.16,10351.16,9896.174,11784.66,29.99,10.08,483.10,491.17,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,139,负极,正向,137,140,143,50.000,2#,2024-03-18 15:22:59,-87.505,499.863,1,1.5,136.240,10,136.191,136.281,136.210,136.360,135.590,136.050,136.740,136.550,136.840,136.250,136.180,135.590,12591.94,0,0,0,0,0,0,0,0,0,0,12916.03,12916.03,13449.94,14226.31,29.99,12.46,475.10,483.17,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
E3J2BC1221,,140,负极,反向,137,140,143,50.000,2#,2024-03-18 15:23:04,-87.505,499.863,1,1.5,137.770,10,137.370,138.174,137.320,137.640,136.980,137.410,137.490,137.800,138.440,138.320,138.440,137.880,15664.96,0,0,0,0,0,0,0,0,0,0,15181.04,15181.04,14843.59,16674.59,29.98,15.17,475.10,483.17,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
